created,number,category,description,closure_notes
1/19/24 11:44,INC6526989,Network Problems,WiFi keeps disconnecting,Escalated to higher tier
1/31/24 3:35,INC7109626,Network Problems,No internet connection,Escalated to higher tier
2/22/24 0:37,INC7912792,Login Issues,Account locked out,User guided through steps
2/5/24 15:38,INC7794825,VPN Issues,VPN connection dropping frequently,User guided through steps
2/27/24 8:16,INC3741947,Email Problems,Email attachment too large,User guided through steps
3/11/24 8:37,INC2250349,Login Issues,Two-factor authentication not working,Hardware replaced
2/29/24 7:05,INC7867787,Email Problems,Spam filter blocking legitimate emails,Resolved after troubleshooting
1/31/24 6:32,INC5289388,Hardware Issues,Computer not turning on,Escalated to higher tier
2/2/24 12:58,INC2735682,Hardware Issues,Screen flickering,Escalated to higher tier
1/11/24 10:25,INC6883862,VPN Issues,VPN connection dropping frequently,Hardware replaced
1/26/24 8:41,INC5109278,Hardware Issues,Computer not turning on,Escalated to higher tier
1/10/24 7:04,INC4743068,Login Issues,Account locked out,User guided through steps
1/8/24 2:29,INC1754779,Network Problems,No internet connection,Hardware replaced
3/5/24 11:29,INC6599529,Email Problems,Not receiving email,Escalated to higher tier
3/15/24 5:49,INC2429014,Login Issues,Password reset required,Hardware replaced
1/7/24 10:45,INC4396816,Login Issues,Unable to login to system,User guided through steps
2/29/24 8:14,INC8342568,Login Issues,Password reset required,Hardware replaced
2/16/24 4:38,INC6561553,Email Problems,Email attachment too large,User guided through steps
3/11/24 2:13,INC1892569,Network Problems,WiFi keeps disconnecting,User guided through steps
1/2/24 3:24,INC9959613,Login Issues,Account locked out,Resolved after troubleshooting
2/27/24 22:46,INC2214570,Network Problems,WiFi keeps disconnecting,Hardware replaced
3/12/24 5:01,INC7346057,Application Issues,Application running very slowly,Escalated to higher tier
2/9/24 19:05,INC7570111,VPN Issues,VPN connection dropping frequently,Hardware replaced
3/12/24 19:10,INC7547000,Login Issues,Password reset required,Resolved after troubleshooting
3/2/24 3:47,INC4124982,VPN Issues,Slow VPN connection speeds,Hardware replaced
1/22/24 19:42,INC1516803,VPN Issues,Slow VPN connection speeds,Resolved after troubleshooting
1/3/24 15:30,INC7564817,Email Problems,Email attachment too large,User guided through steps
2/23/24 11:17,INC2922517,Hardware Issues,Screen flickering,Hardware replaced
2/8/24 22:45,INC8483639,Application Issues,Application crashing on start,Escalated to higher tier
2/18/24 3:10,INC5897179,Email Problems,Cannot send email,Hardware replaced
3/12/24 11:53,INC9297769,Email Problems,Cannot send email,Resolved after troubleshooting
1/15/24 13:45,INC2821037,Network Problems,Slow internet speeds,Hardware replaced
2/6/24 15:01,INC9666172,VPN Issues,VPN not connecting,Escalated to higher tier
2/22/24 20:20,INC1622849,Application Issues,Application running very slowly,Hardware replaced
1/20/24 9:26,INC1299987,Application Issues,Application crashing on start,Escalated to higher tier
2/29/24 0:25,INC5519701,Email Problems,Cannot send email,Resolved after troubleshooting
2/8/24 0:24,INC8117876,Login Issues,Password reset required,Hardware replaced
2/9/24 21:07,INC7990571,VPN Issues,VPN connection dropping frequently,Resolved after troubleshooting
1/27/24 7:41,INC7979705,Network Problems,Network drive not accessible,Resolved after troubleshooting
1/20/24 18:49,INC9249799,VPN Issues,VPN connection dropping frequently,Hardware replaced
1/2/24 2:44,INC3711629,Network Problems,Network drive not accessible,Hardware replaced
2/4/24 1:53,INC8022407,VPN Issues,Unable to access certain sites over VPN,Resolved after troubleshooting
1/5/24 13:00,INC9090922,Application Issues,Error message displayed in application,Resolved after troubleshooting
2/9/24 17:00,INC7573563,Login Issues,Two-factor authentication not working,Resolved after troubleshooting
1/24/24 22:09,INC5679387,Email Problems,Email attachment too large,Escalated to higher tier
3/14/24 23:36,INC4166923,Network Problems,Slow internet speeds,Resolved after troubleshooting
1/19/24 3:02,INC8369081,Hardware Issues,Keyboard keys not working,User guided through steps
1/18/24 22:54,INC7535114,Hardware Issues,Keyboard keys not working,Escalated to higher tier
2/18/24 9:11,INC4689271,Network Problems,WiFi keeps disconnecting,User guided through steps
1/16/24 12:21,INC3599025,Application Issues,Application crashing on start,Resolved after troubleshooting
3/14/24 1:26,INC5757781,Email Problems,Spam filter blocking legitimate emails,Escalated to higher tier
1/29/24 2:18,INC7469295,Application Issues,Application crashing on start,Resolved after troubleshooting
1/17/24 16:15,INC9390214,VPN Issues,VPN not connecting,Resolved after troubleshooting
3/16/24 18:51,INC1171092,Hardware Issues,Keyboard keys not working,Escalated to higher tier
2/20/24 5:11,INC9400480,Login Issues,Unable to login to system,Escalated to higher tier
2/14/24 22:01,INC9849750,Hardware Issues,Screen flickering,Resolved after troubleshooting
1/25/24 0:23,INC7217246,Application Issues,Application crashing on start,User guided through steps
2/24/24 17:58,INC9965129,Network Problems,Network drive not accessible,Escalated to higher tier
1/31/24 13:30,INC8923590,Network Problems,No internet connection,Resolved after troubleshooting
1/24/24 0:46,INC3496310,VPN Issues,VPN connection dropping frequently,Escalated to higher tier
1/20/24 0:47,INC4939334,VPN Issues,VPN not connecting,User guided through steps
1/13/24 12:58,INC7344868,Email Problems,Email attachment too large,User guided through steps
1/15/24 12:24,INC9632716,Login Issues,Unable to login to system,Escalated to higher tier
1/4/24 23:35,INC1045957,Network Problems,Network drive not accessible,User guided through steps
1/30/24 10:25,INC9005389,Login Issues,Two-factor authentication not working,Escalated to higher tier
2/8/24 14:42,INC4923327,VPN Issues,Unable to access certain sites over VPN,Resolved after troubleshooting
3/4/24 0:50,INC2087872,VPN Issues,Slow VPN connection speeds,Resolved after troubleshooting
1/28/24 5:40,INC2965957,Email Problems,Spam filter blocking legitimate emails,User guided through steps
3/8/24 20:04,INC3216856,Hardware Issues,Printer not printing,Resolved after troubleshooting
2/6/24 0:22,INC5490303,Login Issues,Password reset required,Resolved after troubleshooting
2/29/24 21:09,INC8686008,Network Problems,Network drive not accessible,User guided through steps
2/4/24 13:18,INC5352461,VPN Issues,VPN connection dropping frequently,User guided through steps
3/6/24 6:20,INC1244735,Application Issues,Application crashing on start,User guided through steps
1/5/24 6:01,INC2822284,Network Problems,Slow internet speeds,Escalated to higher tier
3/8/24 15:36,INC7173654,Hardware Issues,Printer not printing,Resolved after troubleshooting
2/23/24 3:02,INC2645792,Login Issues,Account locked out,Escalated to higher tier
3/16/24 0:03,INC3694415,Application Issues,Application crashing on start,Escalated to higher tier
3/17/24 15:04,INC1096204,Hardware Issues,Computer not turning on,User guided through steps
2/28/24 19:38,INC3976948,Login Issues,Password reset required,Hardware replaced
3/11/24 16:04,INC9019624,Network Problems,WiFi keeps disconnecting,Resolved after troubleshooting
2/15/24 8:46,INC8946074,Network Problems,No internet connection,Escalated to higher tier
3/2/24 4:41,INC9003087,Hardware Issues,Printer not printing,Resolved after troubleshooting
2/5/24 23:24,INC1780769,Login Issues,Account locked out,Escalated to higher tier
3/16/24 21:25,INC8355071,Network Problems,No internet connection,Resolved after troubleshooting
2/15/24 7:45,INC4673429,Hardware Issues,Printer not printing,Resolved after troubleshooting
1/31/24 22:15,INC9400268,VPN Issues,VPN not connecting,Escalated to higher tier
2/19/24 18:51,INC2184875,VPN Issues,Unable to access certain sites over VPN,Escalated to higher tier
3/3/24 22:00,INC8163072,VPN Issues,Slow VPN connection speeds,User guided through steps
1/26/24 2:53,INC5356517,Application Issues,Feature not working as expected,Escalated to higher tier
1/4/24 16:35,INC7387440,Network Problems,Network drive not accessible,Escalated to higher tier
1/29/24 16:22,INC1725293,Login Issues,Two-factor authentication not working,User guided through steps
1/14/24 18:45,INC1288187,Login Issues,Account locked out,User guided through steps
3/10/24 23:09,INC3132377,Application Issues,Error message displayed in application,Hardware replaced
1/31/24 11:48,INC3618985,Login Issues,Unable to login to system,User guided through steps
2/16/24 13:23,INC8181099,VPN Issues,Slow VPN connection speeds,Escalated to higher tier
2/29/24 17:07,INC8012462,Network Problems,Slow internet speeds,Escalated to higher tier
2/19/24 10:09,INC7045864,Network Problems,Slow internet speeds,Hardware replaced
2/25/24 10:15,INC4119535,Network Problems,Slow internet speeds,User guided through steps
1/22/24 2:11,INC7587683,Email Problems,Spam filter blocking legitimate emails,User guided through steps
1/4/24 6:22,INC8072682,Email Problems,Cannot send email,Hardware replaced
3/4/24 9:20,INC8447866,Hardware Issues,Keyboard keys not working,Escalated to higher tier
2/4/24 3:10,INC3991183,Email Problems,Email attachment too large,Resolved after troubleshooting
3/7/24 17:41,INC5400358,Network Problems,Network drive not accessible,Resolved after troubleshooting
2/24/24 6:29,INC9191669,Hardware Issues,Screen flickering,User guided through steps
1/3/24 8:49,INC1744482,Application Issues,Application crashing on start,Resolved after troubleshooting
3/15/24 11:25,INC1790734,Network Problems,No internet connection,User guided through steps
1/14/24 4:10,INC4173861,VPN Issues,VPN connection dropping frequently,Hardware replaced
2/6/24 22:56,INC3219945,Application Issues,Application crashing on start,Resolved after troubleshooting
1/17/24 9:49,INC4814918,VPN Issues,VPN connection dropping frequently,Resolved after troubleshooting
3/15/24 17:01,INC9848290,Network Problems,Network drive not accessible,User guided through steps
2/20/24 9:42,INC3640536,Email Problems,Spam filter blocking legitimate emails,Escalated to higher tier
2/11/24 22:30,INC7493236,Email Problems,Not receiving email,Resolved after troubleshooting
1/29/24 21:58,INC3546530,VPN Issues,Unable to access certain sites over VPN,Escalated to higher tier
2/11/24 7:24,INC7757253,Login Issues,Password reset required,User guided through steps
1/8/24 14:23,INC7684279,Application Issues,Error message displayed in application,Resolved after troubleshooting
1/31/24 11:23,INC7516296,Hardware Issues,Screen flickering,User guided through steps
1/18/24 8:57,INC7079388,Application Issues,Feature not working as expected,Hardware replaced
2/4/24 19:24,INC1063123,VPN Issues,VPN connection dropping frequently,User guided through steps
3/5/24 17:44,INC6021912,Login Issues,Account locked out,Resolved after troubleshooting
1/6/24 4:35,INC7559968,Email Problems,Cannot send email,Resolved after troubleshooting
2/16/24 4:34,INC1999425,Email Problems,Email attachment too large,User guided through steps
1/4/24 8:57,INC5232844,Hardware Issues,Keyboard keys not working,User guided through steps
2/15/24 7:32,INC8826080,Network Problems,No internet connection,Escalated to higher tier
2/19/24 9:19,INC8606477,Application Issues,Application crashing on start,Resolved after troubleshooting
2/16/24 2:52,INC4607458,Hardware Issues,Keyboard keys not working,Resolved after troubleshooting
1/12/24 0:50,INC1584760,Network Problems,Network drive not accessible,Escalated to higher tier
1/12/24 10:52,INC2881829,Network Problems,WiFi keeps disconnecting,Escalated to higher tier
2/11/24 22:42,INC7913023,Application Issues,Feature not working as expected,Escalated to higher tier
2/11/24 0:12,INC5177780,Email Problems,Not receiving email,User guided through steps
2/14/24 2:16,INC3588043,VPN Issues,VPN not connecting,Resolved after troubleshooting
2/27/24 12:50,INC9682624,Network Problems,Network drive not accessible,Resolved after troubleshooting
2/4/24 19:34,INC8625244,Email Problems,Email attachment too large,Escalated to higher tier
1/13/24 9:54,INC4468638,Login Issues,Account locked out,Escalated to higher tier
2/16/24 8:30,INC6409146,VPN Issues,Unable to access certain sites over VPN,Escalated to higher tier
1/4/24 1:14,INC3740825,Hardware Issues,Printer not printing,User guided through steps
3/16/24 19:36,INC1661960,VPN Issues,Unable to access certain sites over VPN,Escalated to higher tier
2/7/24 5:57,INC9152972,Hardware Issues,Screen flickering,User guided through steps
1/27/24 9:02,INC2049160,Hardware Issues,Printer not printing,Escalated to higher tier
3/8/24 1:11,INC3610212,Email Problems,Cannot send email,Resolved after troubleshooting
2/10/24 23:08,INC2383079,VPN Issues,VPN not connecting,User guided through steps
1/27/24 9:56,INC5902633,Application Issues,Error message displayed in application,User guided through steps
2/4/24 0:42,INC5537780,VPN Issues,Unable to access certain sites over VPN,Hardware replaced
1/25/24 1:14,INC1677903,Application Issues,Application running very slowly,User guided through steps
2/20/24 16:42,INC9174835,Hardware Issues,Printer not printing,User guided through steps
1/9/24 5:00,INC6053144,Hardware Issues,Keyboard keys not working,Escalated to higher tier
1/17/24 7:35,INC5029788,Application Issues,Application crashing on start,User guided through steps
1/21/24 13:15,INC7326520,Email Problems,Not receiving email,Hardware replaced
1/14/24 19:23,INC8154930,Email Problems,Not receiving email,Hardware replaced
2/23/24 20:48,INC1717255,Email Problems,Cannot send email,Escalated to higher tier
1/8/24 0:18,INC3098426,Email Problems,Cannot send email,Escalated to higher tier
1/28/24 4:33,INC8787623,Hardware Issues,Computer not turning on,Resolved after troubleshooting
2/10/24 20:07,INC6284487,Login Issues,Account locked out,Hardware replaced
3/13/24 17:25,INC7540032,Network Problems,No internet connection,Resolved after troubleshooting
1/4/24 6:54,INC4306751,Hardware Issues,Computer not turning on,Resolved after troubleshooting
2/3/24 11:11,INC2985994,Login Issues,Unable to login to system,User guided through steps
2/6/24 5:56,INC1187218,Hardware Issues,Screen flickering,Escalated to higher tier
2/24/24 7:14,INC4772260,Hardware Issues,Printer not printing,User guided through steps
1/15/24 20:48,INC2121491,Login Issues,Password reset required,Resolved after troubleshooting
1/21/24 13:06,INC7269862,VPN Issues,Unable to access certain sites over VPN,Resolved after troubleshooting
2/9/24 21:12,INC3689695,Hardware Issues,Computer not turning on,Escalated to higher tier
2/17/24 3:31,INC6869123,Hardware Issues,Printer not printing,Hardware replaced
1/15/24 1:42,INC6451506,Login Issues,Account locked out,Resolved after troubleshooting
2/10/24 1:43,INC8824335,Network Problems,Slow internet speeds,User guided through steps
2/1/24 20:41,INC8546446,VPN Issues,Slow VPN connection speeds,User guided through steps
3/10/24 12:46,INC1996556,Application Issues,Feature not working as expected,Escalated to higher tier
2/7/24 19:20,INC5055466,Hardware Issues,Printer not printing,Resolved after troubleshooting
2/27/24 10:41,INC9050495,Email Problems,Cannot send email,Escalated to higher tier
2/27/24 15:44,INC3474464,Email Problems,Not receiving email,Escalated to higher tier
2/11/24 2:04,INC6752904,Login Issues,Account locked out,Resolved after troubleshooting
3/6/24 8:18,INC2743922,Email Problems,Not receiving email,Resolved after troubleshooting
2/8/24 4:20,INC4309897,Application Issues,Application crashing on start,Hardware replaced
1/14/24 15:45,INC1852712,Hardware Issues,Computer not turning on,Resolved after troubleshooting
2/1/24 3:57,INC4568522,Application Issues,Application crashing on start,User guided through steps
1/14/24 20:55,INC9558263,Network Problems,Slow internet speeds,Resolved after troubleshooting
2/20/24 1:17,INC2308054,Email Problems,Email attachment too large,Escalated to higher tier
2/17/24 0:44,INC3643320,Application Issues,Application running very slowly,Escalated to higher tier
2/16/24 10:36,INC6370216,Network Problems,Slow internet speeds,User guided through steps
1/9/24 1:23,INC2452027,Application Issues,Feature not working as expected,User guided through steps
3/5/24 0:18,INC7314616,VPN Issues,Unable to access certain sites over VPN,Escalated to higher tier
1/17/24 4:26,INC1212417,Email Problems,Cannot send email,User guided through steps
2/8/24 9:27,INC2754339,Email Problems,Spam filter blocking legitimate emails,Resolved after troubleshooting
3/7/24 12:25,INC5928399,Application Issues,Application crashing on start,User guided through steps
1/27/24 11:18,INC8757276,Email Problems,Cannot send email,Escalated to higher tier
2/26/24 12:05,INC3371669,VPN Issues,Slow VPN connection speeds,Hardware replaced
2/6/24 5:57,INC8657227,Hardware Issues,Keyboard keys not working,Escalated to higher tier
1/19/24 15:08,INC6312875,Email Problems,Cannot send email,Escalated to higher tier
3/9/24 1:33,INC5434431,Login Issues,Two-factor authentication not working,Resolved after troubleshooting
2/8/24 10:54,INC4722169,Application Issues,Application running very slowly,User guided through steps
3/16/24 19:45,INC7643378,Network Problems,WiFi keeps disconnecting,User guided through steps
3/11/24 2:09,INC7956142,Application Issues,Error message displayed in application,Hardware replaced
1/30/24 20:48,INC7663730,Email Problems,Not receiving email,User guided through steps
3/7/24 8:04,INC6362076,Network Problems,WiFi keeps disconnecting,Resolved after troubleshooting
2/3/24 4:45,INC8942449,Email Problems,Cannot send email,User guided through steps
2/2/24 2:45,INC1721734,Hardware Issues,Screen flickering,Escalated to higher tier
3/3/24 7:19,INC5874297,Login Issues,Password reset required,User guided through steps
3/8/24 17:53,INC1230999,Network Problems,No internet connection,Escalated to higher tier
2/20/24 18:01,INC7877882,Hardware Issues,Printer not printing,User guided through steps
3/4/24 23:01,INC6995661,Login Issues,Unable to login to system,User guided through steps
3/12/24 0:22,INC9316633,Application Issues,Error message displayed in application,Hardware replaced
2/22/24 21:57,INC2289680,Network Problems,WiFi keeps disconnecting,Resolved after troubleshooting
1/10/24 0:30,INC4031082,Application Issues,Application crashing on start,Escalated to higher tier
2/14/24 17:01,INC9707019,Login Issues,Two-factor authentication not working,Resolved after troubleshooting
2/27/24 10:20,INC7902293,Login Issues,Password reset required,Escalated to higher tier
3/10/24 12:26,INC6697895,Login Issues,Password reset required,User guided through steps
2/16/24 0:18,INC2089586,Network Problems,No internet connection,Resolved after troubleshooting
1/6/24 7:25,INC3508894,Application Issues,Feature not working as expected,Escalated to higher tier
1/24/24 20:42,INC1798733,Application Issues,Application crashing on start,User guided through steps
3/17/24 13:27,INC9072717,Application Issues,Error message displayed in application,User guided through steps
2/14/24 17:52,INC8591483,Network Problems,Network drive not accessible,User guided through steps
1/30/24 12:59,INC9455790,Hardware Issues,Keyboard keys not working,Escalated to higher tier
2/16/24 23:25,INC3484868,Login Issues,Unable to login to system,Hardware replaced
2/1/24 13:21,INC1492679,Email Problems,Email attachment too large,User guided through steps
2/13/24 0:35,INC9920601,Network Problems,WiFi keeps disconnecting,Resolved after troubleshooting
1/26/24 19:22,INC4674813,Network Problems,Slow internet speeds,Resolved after troubleshooting
1/18/24 5:06,INC1815698,Network Problems,Slow internet speeds,Resolved after troubleshooting
2/9/24 10:25,INC3823194,Network Problems,No internet connection,Hardware replaced
3/8/24 12:44,INC2229670,Application Issues,Error message displayed in application,Escalated to higher tier
2/3/24 3:03,INC1310308,VPN Issues,VPN connection dropping frequently,Resolved after troubleshooting
2/15/24 22:23,INC9755571,Email Problems,Cannot send email,User guided through steps
1/1/24 19:15,INC6744504,Hardware Issues,Screen flickering,Escalated to higher tier
1/24/24 10:38,INC6095885,Login Issues,Two-factor authentication not working,Escalated to higher tier
2/8/24 13:07,INC1818518,VPN Issues,VPN not connecting,Resolved after troubleshooting
3/8/24 16:27,INC3731526,Application Issues,Feature not working as expected,Resolved after troubleshooting
1/11/24 23:43,INC1325695,VPN Issues,Slow VPN connection speeds,Escalated to higher tier
3/10/24 6:56,INC8277327,Login Issues,Unable to login to system,User guided through steps
2/18/24 18:50,INC4393166,Email Problems,Not receiving email,Hardware replaced
1/17/24 22:07,INC7381402,Login Issues,Two-factor authentication not working,User guided through steps
2/16/24 11:18,INC1450351,Login Issues,Two-factor authentication not working,Resolved after troubleshooting
1/13/24 22:49,INC1997549,Hardware Issues,Screen flickering,User guided through steps
3/10/24 8:14,INC3015314,Application Issues,Error message displayed in application,Hardware replaced
2/2/24 2:39,INC9045789,VPN Issues,Unable to access certain sites over VPN,Hardware replaced
2/12/24 0:26,INC8061674,Hardware Issues,Keyboard keys not working,Hardware replaced
2/21/24 0:15,INC4938606,Login Issues,Two-factor authentication not working,Escalated to higher tier
2/15/24 21:56,INC3014394,Email Problems,Spam filter blocking legitimate emails,Hardware replaced
1/9/24 15:00,INC4035412,Network Problems,Network drive not accessible,User guided through steps
1/12/24 6:25,INC7317488,Email Problems,Cannot send email,User guided through steps
1/3/24 19:44,INC1188373,Network Problems,WiFi keeps disconnecting,User guided through steps
1/30/24 15:00,INC6423273,Hardware Issues,Screen flickering,User guided through steps
2/12/24 23:52,INC4982118,Login Issues,Account locked out,Escalated to higher tier
2/3/24 16:00,INC2616196,Network Problems,Slow internet speeds,Escalated to higher tier
3/13/24 16:14,INC2923320,Email Problems,Cannot send email,Resolved after troubleshooting
2/3/24 7:51,INC7519237,Hardware Issues,Printer not printing,Resolved after troubleshooting
1/31/24 19:10,INC1259127,Network Problems,Network drive not accessible,Escalated to higher tier
2/1/24 15:11,INC2529869,Email Problems,Cannot send email,User guided through steps
2/13/24 13:49,INC6303712,Email Problems,Not receiving email,Hardware replaced
1/5/24 10:43,INC5653665,Application Issues,Application crashing on start,Resolved after troubleshooting
2/16/24 0:20,INC4888859,Email Problems,Email attachment too large,Resolved after troubleshooting
1/11/24 8:11,INC6201231,Email Problems,Email attachment too large,User guided through steps
3/13/24 19:44,INC8860987,Network Problems,Slow internet speeds,Escalated to higher tier
3/5/24 10:43,INC9004849,Application Issues,Error message displayed in application,User guided through steps
2/7/24 11:06,INC3307243,VPN Issues,Unable to access certain sites over VPN,Escalated to higher tier
1/23/24 18:09,INC2251299,Email Problems,Cannot send email,Hardware replaced
2/20/24 5:20,INC9458054,Application Issues,Application running very slowly,User guided through steps
2/6/24 11:13,INC7502088,Application Issues,Application running very slowly,User guided through steps
1/4/24 21:58,INC3164681,Email Problems,Not receiving email,Escalated to higher tier
1/2/24 11:29,INC2816137,Email Problems,Not receiving email,Hardware replaced
1/18/24 17:25,INC2780774,Hardware Issues,Keyboard keys not working,Escalated to higher tier
2/12/24 0:21,INC9756386,Login Issues,Two-factor authentication not working,Escalated to higher tier
3/7/24 11:56,INC2058124,Hardware Issues,Computer not turning on,Hardware replaced
1/25/24 16:48,INC6357596,Application Issues,Application crashing on start,Hardware replaced
1/2/24 5:48,INC8230020,Login Issues,Password reset required,Escalated to higher tier
1/26/24 10:28,INC4871969,Application Issues,Application running very slowly,Escalated to higher tier
3/8/24 14:34,INC7535130,Email Problems,Spam filter blocking legitimate emails,Hardware replaced
1/15/24 9:05,INC4895861,Email Problems,Not receiving email,User guided through steps
3/11/24 21:13,INC3802248,Email Problems,Spam filter blocking legitimate emails,Hardware replaced
2/22/24 20:37,INC9153067,Network Problems,Slow internet speeds,User guided through steps
2/15/24 14:55,INC9901922,Network Problems,WiFi keeps disconnecting,User guided through steps
2/8/24 15:46,INC8164364,Network Problems,WiFi keeps disconnecting,Hardware replaced
2/12/24 23:23,INC9365071,Application Issues,Feature not working as expected,Resolved after troubleshooting
2/22/24 6:07,INC5985970,Login Issues,Two-factor authentication not working,Resolved after troubleshooting
3/15/24 21:59,INC4460432,VPN Issues,VPN not connecting,Resolved after troubleshooting
1/20/24 5:48,INC6815249,Hardware Issues,Printer not printing,User guided through steps
2/19/24 16:13,INC2144848,Network Problems,No internet connection,Resolved after troubleshooting
3/5/24 12:53,INC1821727,Hardware Issues,Computer not turning on,Resolved after troubleshooting
2/11/24 1:21,INC9491383,Hardware Issues,Computer not turning on,Resolved after troubleshooting
1/18/24 16:28,INC9578574,Email Problems,Email attachment too large,Escalated to higher tier
1/22/24 13:04,INC2032777,VPN Issues,VPN connection dropping frequently,Escalated to higher tier
2/27/24 17:43,INC3901463,Network Problems,WiFi keeps disconnecting,Resolved after troubleshooting
3/8/24 9:34,INC5518097,Email Problems,Email attachment too large,User guided through steps
1/17/24 7:32,INC5779346,Hardware Issues,Screen flickering,Resolved after troubleshooting
2/26/24 12:32,INC7849710,Hardware Issues,Screen flickering,Escalated to higher tier
2/23/24 14:38,INC3479193,Login Issues,Account locked out,Escalated to higher tier
1/11/24 4:32,INC5728335,Network Problems,Network drive not accessible,Escalated to higher tier
2/1/24 3:43,INC3383963,Hardware Issues,Printer not printing,Resolved after troubleshooting
1/22/24 4:27,INC5384204,Network Problems,WiFi keeps disconnecting,Hardware replaced
3/9/24 10:37,INC1542562,Network Problems,Network drive not accessible,User guided through steps
1/5/24 15:35,INC4774847,Login Issues,Two-factor authentication not working,Resolved after troubleshooting
1/28/24 8:24,INC5592672,Email Problems,Not receiving email,Hardware replaced
1/25/24 16:44,INC1347745,Application Issues,Feature not working as expected,User guided through steps
2/15/24 13:21,INC5436209,Network Problems,WiFi keeps disconnecting,Resolved after troubleshooting
3/13/24 21:26,INC4378098,Network Problems,WiFi keeps disconnecting,Hardware replaced
1/26/24 19:06,INC5987057,Application Issues,Feature not working as expected,Resolved after troubleshooting
2/5/24 11:40,INC6987692,Application Issues,Feature not working as expected,Resolved after troubleshooting
2/20/24 11:02,INC6222531,VPN Issues,Unable to access certain sites over VPN,Resolved after troubleshooting
2/15/24 6:56,INC2566616,Email Problems,Email attachment too large,User guided through steps
1/15/24 6:10,INC4454828,Application Issues,Application crashing on start,Resolved after troubleshooting
3/10/24 4:24,INC9381986,Hardware Issues,Printer not printing,Resolved after troubleshooting
1/18/24 18:47,INC6456405,Hardware Issues,Keyboard keys not working,Resolved after troubleshooting
1/24/24 10:15,INC8801465,Network Problems,Network drive not accessible,Escalated to higher tier
1/16/24 14:59,INC1676916,Network Problems,No internet connection,User guided through steps
1/1/24 4:26,INC5572421,Email Problems,Cannot send email,Hardware replaced
1/20/24 5:36,INC1106963,Network Problems,WiFi keeps disconnecting,Resolved after troubleshooting
1/21/24 10:40,INC1111910,Network Problems,No internet connection,User guided through steps
1/4/24 2:30,INC6062361,Email Problems,Not receiving email,Hardware replaced
2/29/24 4:26,INC7691191,VPN Issues,Unable to access certain sites over VPN,Hardware replaced
2/25/24 17:15,INC1370571,VPN Issues,VPN connection dropping frequently,Resolved after troubleshooting
1/30/24 18:14,INC9015942,Hardware Issues,Computer not turning on,Hardware replaced
1/8/24 6:19,INC6932393,Login Issues,Unable to login to system,User guided through steps
2/13/24 14:42,INC1572074,Email Problems,Spam filter blocking legitimate emails,Hardware replaced
2/6/24 18:13,INC7746553,Login Issues,Two-factor authentication not working,Resolved after troubleshooting
2/4/24 11:31,INC7146978,VPN Issues,Unable to access certain sites over VPN,User guided through steps
1/19/24 12:16,INC4266414,Hardware Issues,Keyboard keys not working,Escalated to higher tier
3/10/24 6:46,INC6944841,Email Problems,Spam filter blocking legitimate emails,Hardware replaced
3/8/24 4:29,INC4149164,VPN Issues,Slow VPN connection speeds,Resolved after troubleshooting
1/24/24 8:50,INC6587074,Application Issues,Feature not working as expected,User guided through steps
1/20/24 11:04,INC4563983,VPN Issues,Unable to access certain sites over VPN,Resolved after troubleshooting
2/3/24 3:43,INC4668784,Login Issues,Unable to login to system,Resolved after troubleshooting
